objectid,lad20cd,lad20nm,lad20nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
304,E09000023,Lewisham, ,537888,173343,-0.01734,51.442299,35313983.0838828,41053.3027632818
305,E09000024,Merton, ,526068,169508,-0.18868,51.41058,37624038.4063915,32439.9378512496
306,E09000025,Newham, ,540713,183346,0.027261,51.53149,38575818.9788387,31815.6181919557
307,E09000026,Redbridge, ,543512,189477,0.070085,51.58588,56434265.8129235,45839.455704174
308,E09000027,Richmond upon Thames, ,519005,172650,-0.28914,51.44035,58746533.9186888,52490.5929460458
309,E09000028,Southwark, ,533945,175869,-0.07308,51.465939,29923089.402351,33659.6967253327
310,E09000029,Sutton, ,527357,163639,-0.17226,51.357552,43847687.3094924,39928.1560601426
311,E09000030,Tower Hamlets, ,536340,181452,-0.03647,51.515541,21576909.4090316,26818.2008979083
312,E09000031,Waltham Forest, ,537328,190278,-0.0188,51.594608,38810231.8281574,33346.5832152149
313,E09000032,Wandsworth, ,525152,174138,-0.20021,51.4524,35216031.570206,37444.3122860772
314,E09000033,Westminster, ,528268,180871,-0.15295,51.512211,22037785.9752736,27258.565013643
315,N09000001,Antrim and Newtownabbey, ,130813,541285,-6.1776,54.693859,728186553.509531,165145.087874755
316,N09000002,"Armagh City, Banbridge and Craigavon", ,112110,508158,-6.43455,54.3867,1437068553.1248,243056.447070284
317,N09000003,Belfast, ,146465,529747,-5.92535,54.59853,137716630.472662,65908.6538260617
318,N09000004,Causeway Coast and Glens, ,106168,581420,-6.5996,55.039619,1985534511.1895,381750.417386015
319,N09000005,Derry City and Strabane, ,51779,559566,-7.42064,54.80904,1251241562.86132,271488.956324299
320,N09000006,Fermanagh and Omagh, ,41233,513013,-7.5271,54.385208,3012114876.90122,426624.234971295
321,N09000007,Lisburn and Castlereagh, ,138712,518920,-6.03545,54.49752,510438068.17824,167383.523889696
322,N09000008,Mid and East Antrim, ,133943,560151,-6.14645,54.86462,1061355466.99125,234863.330329364
323,N09000009,Mid Ulster, ,83920,528564,-6.8889,54.552731,1957293802.62133,318433.308425256
324,N09000010,"Newry, Mourne and Down", ,133006,480432,-6.08891,54.149529,1682340589.11657,380093.27800455
325,N09000011,Ards and North Down, ,164321,524944,-5.64568,54.564091,566472954.625107,204689.104478903
326,S12000005,Clackmannanshire, ,291159,696335,-3.75344,56.14724,163912670.38422,83966.6933987177
327,S12000006,Dumfries and Galloway, ,270645,579856,-4.02863,55.09621,6674879497.1713,830965.134665134
328,S12000008,East Ayrshire, ,255398,624935,-4.29057,55.496738,1270342031.27171,340964.549131584
329,S12000010,East Lothian, ,354854,672351,-2.72435,55.94207,700944431.452607,196611.882733068
330,S12000011,East Renfrewshire, ,251929,653115,-4.3606,55.74868,174249494.312655,93882.5140036153
331,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.65722,58.199379,3268399698.59176,3670802.93825093
332,S12000014,Falkirk, ,289661,679536,-3.7706,55.99604,314924748.301982,129397.532449495
333,S12000017,Highland, ,241018,858292,-4.66103,57.586571,26473933463.973,4842265.19259665
334,S12000018,Inverclyde, ,227922,670894,-4.75387,55.900299,173624709.404271,75081.0257247276
335,S12000019,Midlothian, ,330088,659217,-3.11738,55.82111,355271573.024855,126471.062777045
336,S12000020,Moray, ,328024,843593,-3.20187,57.47683,2257630748.77917,395403.337639531
337,S12000021,North Ayrshire, ,228996,651640,-4.7246,55.72789,903820619.636462,352557.067097646
338,S12000023,Orkney Islands, ,348293,1006584,-2.90025,58.94334,1086492494.44766,1525829.39622811
339,S12000026,Scottish Borders, ,345891,626135,-2.85866,55.52594,4742705663.4908,522891.746883353
340,S12000027,Shetland Islands, ,434516,1180307,-1.37344,60.504951,1657283148.66788,2168826.58528475
341,S12000028,South Ayrshire, ,226545,596271,-4.72899,55.23008,1234685177.501,333170.809387657
342,S12000029,South Lanarkshire, ,284634,636071,-3.83272,55.60453,1774022365.3263,284510.506887943
343,S12000030,Stirling, ,255980,708769,-4.32595,56.249531,2254812594.33096,331998.391937561
344,S12000033,Aberdeen City, ,387763,808479,-2.20398,57.166969,205601358.658236,98893.7810483031
345,S12000034,Aberdeenshire, ,352284,816277,-2.79208,57.234692,6338663781.69517,791974.654410277
346,S12000035,Argyll and Bute, ,200740,715443,-5.22114,56.28944,7165162373.45742,3671136.58108095
347,S12000036,City of Edinburgh, ,320193,669416,-3.27826,55.91119,272883038.015352,112710.932877884
348,S12000038,Renfrewshire, ,239305,664698,-4.56834,55.848621,269239603.329728,104232.924766245
349,S12000039,West Dunbartonshire, ,242904,681586,-4.52074,56.0014,182782988.969474,84790.8674454229
350,S12000040,West Lothian, ,299483,668514,-3.60909,55.8992,431582728.611882,137045.52126556
351,S12000041,Angus, ,345518,759594,-2.89189,56.7248,2202448124.33958,311937.325946852
352,S12000042,Dundee City, ,340291,732145,-2.97095,56.4776,62410291.3609018,51040.1028457585
353,S12000045,East Dunbartonshire, ,261240,676154,-4.22417,55.95829,174489016.753695,99603.0545770919
354,S12000047,Fife, ,339197,704726,-2.98235,56.231171,1372140851.10985,364753.328983048
355,S12000048,Perth and Kinross, ,284304,744186,-3.8848,56.575291,5421362713.86138,566727.246369934
356,S12000049,Glasgow City, ,261534,667033,-4.21479,55.876492,176355975.093171,108643.405669744
357,S12000050,North Lanarkshire, ,277984,665608,-3.9514,55.868141,472309075.060381,163984.724709276
358,W06000001,Isle of Anglesey,Ynys Môn,245212,378343,-4.32306,53.279419,747895404.002151,259816.082641845
359,W06000002,Gwynedd,Gwynedd,280555,334966,-3.77715,52.89883,2621088972.00476,467364.192598697
360,W06000003,Conwy,Conwy,283293,362563,-3.74646,53.147388,1151366793.04463,241541.481174873
361,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.088329,846380174.059142,220778.448529262
362,W06000005,Flintshire,Sir y Fflint,321134,369280,-3.18248,53.21471,489500906.800096,143117.928438608
363,W06000006,Wrexham,Wrecsam,333523,345387,-2.99203,53.001671,503773489.327464,190040.818038466
364,W06000008,Ceredigion,Ceredigion,267127,268437,-3.94993,52.297951,1806698326.59438,330061.329036072
365,W06000009,Pembrokeshire,Sir Benfro,199821,221392,-4.90818,51.855129,1651195114.35265,569566.273995982
366,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111,51.894951,2440281685.67984,362948.568927594
367,W06000011,Swansea,Abertawe,264022,197308,-3.96723,51.658058,419393511.119759,152719.88001979
368,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.74638,51.644501,451875355.813486,136743.756225045
369,W06000013,Bridgend,Pen-y-bont ar Ogwr,288231,185870,-3.61375,51.5606,255120910.66845,90755.0752843494
370,W06000014,Vale of Glamorgan,Bro Morgannwg,302946,173081,-3.39803,51.44836,339804267.218391,102801.063172506
371,W06000015,Cardiff,Caerdydd,315273,178887,-3.22208,51.502541,149444877.641692,70142.2268419801
372,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41359,51.621849,424150424.443563,130240.675463078
373,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753,51.650009,277387812.478975,116205.751406759
374,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.753639,108728050.001397,65601.7710712512
375,W06000020,Torfaen,Torfaen,327459,200480,-3.05101,51.69836,126239927.803607,82544.7759674317
376,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.9028,51.778271,886000042.026234,250892.73430839
377,W06000022,Newport,Casnewydd,337897,187432,-2.89769,51.58231,217517960.114796,135651.645858865
378,W06000023,Powys,Powys,302329,273255,-3.43531,52.34864,5195456316.07609,606560.36913566
379,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.36425,51.748581,111957018.608227,66696.9295920603
